Date : 2025-09-13 12:10:57
Directory : /home/moura/projetos/chatwoot/chatwoot
Total : 6224 files,  752144 codes, 10822 comments, 45132 blanks, all 808098 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hr/setNewPassword.json                                                           | JSON               |         23 |          0 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hr/settings.json                                                                 | JSON with Comments |        421 |          0 |          1 |        422 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hr/signup.json                                                                   | JSON               |         44 |          0 |          1 |         45 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hr/sla.json                                                                      | JSON               |        108 |          0 |          1 |        109 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hr/teamsSettings.json                                                            | JSON               |        121 |          0 |          1 |        122 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hr/webhooks.json                                                                 | JSON               |          5 |          0 |          1 |          6 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hr/whatsappTemplates.json                                                        | JSON               |         46 |          0 |          1 |         47 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/advancedFilters.json                                                          | JSON               |        119 |          0 |          1 |        120 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/agentBots.json                                                                | JSON               |        103 |          0 |          1 |        104 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/agentMgmt.json                                                                | JSON               |        124 |          0 |          1 |        125 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/attributesMgmt.json                                                           | JSON               |        134 |          0 |          1 |        135 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/auditLogs.json                                                                | JSON               |         77 |          0 |          1 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/automation.json                                                               | JSON               |        183 |          0 |          1 |        184 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/bulkActions.json                                                              | JSON               |         41 |          0 |          1 |         42 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/campaign.json                                                                 | JSON               |        214 |          0 |          1 |        215 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/cannedMgmt.json                                                               | JSON               |         77 |          0 |          1 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/chatlist.json                                                                 | JSON               |        139 |          0 |          1 |        140 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/components.json                                                               | JSON               |         56 |          0 |          1 |         57 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/contact.json                                                                  | JSON               |        614 |          0 |          1 |        615 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/contactFilters.json                                                           | JSON               |         59 |          0 |          1 |         60 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/conversation.json                                                             | JSON               |        406 |          0 |          1 |        407 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/csatMgmt.json                                                                 | JSON               |         13 |          0 |          1 |         14 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/customRole.json                                                               | JSON               |         91 |          0 |          1 |         92 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/datePicker.json                                                               | JSON               |         19 |          0 |          1 |         20 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/emoji.json                                                                    | JSON               |          7 |          0 |          1 |          8 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/general.json                                                                  | JSON               |         10 |          0 |          1 |         11 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/generalSettings.json                                                          | JSON               |        251 |          0 |          1 |        252 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/helpCenter.json                                                               | JSON               |        812 |          0 |          1 |        813 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/inbox.json                                                                    | JSON               |         95 |          0 |          1 |         96 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/inboxMgmt.json                                                                | JSON               |        889 |          0 |          1 |        890 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/index.js                                                                      | JavaScript         |         76 |          0 |          2 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/integrationApps.json                                                          | JSON               |         62 |          0 |          1 |         63 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/integrations.json                                                             | JSON               |        853 |          0 |          1 |        854 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/labelsMgmt.json                                                               | JSON               |         85 |          0 |          1 |         86 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/login.json                                                                    | JSON               |         27 |          0 |          1 |         28 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/macros.json                                                                   | JSON               |        111 |          0 |          1 |        112 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/report.json                                                                   | JSON               |        570 |          0 |          1 |        571 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/resetPassword.json                                                            | JSON               |         17 |          0 |          1 |         18 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/search.json                                                                   | JSON               |         32 |          0 |          1 |         33 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/setNewPassword.json                                                           | JSON               |         23 |          0 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/settings.json                                                                 | JSON with Comments |        421 |          0 |          1 |        422 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/signup.json                                                                   | JSON               |         44 |          0 |          1 |         45 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/sla.json                                                                      | JSON               |        108 |          0 |          1 |        109 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/teamsSettings.json                                                            | JSON               |        121 |          0 |          1 |        122 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/webhooks.json                                                                 | JSON               |          5 |          0 |          1 |          6 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hu/whatsappTemplates.json                                                        | JSON               |         46 |          0 |          1 |         47 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/advancedFilters.json                                                          | JSON               |        119 |          0 |          1 |        120 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/agentBots.json                                                                | JSON               |        103 |          0 |          1 |        104 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/agentMgmt.json                                                                | JSON               |        124 |          0 |          1 |        125 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/attributesMgmt.json                                                           | JSON               |        134 |          0 |          1 |        135 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/auditLogs.json                                                                | JSON               |         77 |          0 |          1 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/automation.json                                                               | JSON               |        183 |          0 |          1 |        184 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/bulkActions.json                                                              | JSON               |         41 |          0 |          1 |         42 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/campaign.json                                                                 | JSON               |        214 |          0 |          1 |        215 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/cannedMgmt.json                                                               | JSON               |         77 |          0 |          1 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/chatlist.json                                                                 | JSON               |        139 |          0 |          1 |        140 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/components.json                                                               | JSON               |         56 |          0 |          1 |         57 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/contact.json                                                                  | JSON               |        614 |          0 |          1 |        615 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/contactFilters.json                                                           | JSON               |         59 |          0 |          1 |         60 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/conversation.json                                                             | JSON               |        406 |          0 |          1 |        407 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/csatMgmt.json                                                                 | JSON               |         13 |          0 |          1 |         14 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/customRole.json                                                               | JSON               |         91 |          0 |          1 |         92 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/datePicker.json                                                               | JSON               |         19 |          0 |          1 |         20 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/emoji.json                                                                    | JSON               |          7 |          0 |          1 |          8 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/general.json                                                                  | JSON               |         10 |          0 |          1 |         11 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/generalSettings.json                                                          | JSON               |        251 |          0 |          1 |        252 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/helpCenter.json                                                               | JSON               |        812 |          0 |          1 |        813 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/inbox.json                                                                    | JSON               |         95 |          0 |          1 |         96 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/inboxMgmt.json                                                                | JSON               |        889 |          0 |          1 |        890 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/index.js                                                                      | JavaScript         |         76 |          0 |          2 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/integrationApps.json                                                          | JSON               |         62 |          0 |          1 |         63 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/integrations.json                                                             | JSON               |        853 |          0 |          1 |        854 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/labelsMgmt.json                                                               | JSON               |         85 |          0 |          1 |         86 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/login.json                                                                    | JSON               |         27 |          0 |          1 |         28 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/macros.json                                                                   | JSON               |        111 |          0 |          1 |        112 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/report.json                                                                   | JSON               |        570 |          0 |          1 |        571 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/resetPassword.json                                                            | JSON               |         17 |          0 |          1 |         18 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/search.json                                                                   | JSON               |         32 |          0 |          1 |         33 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/setNewPassword.json                                                           | JSON               |         23 |          0 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/settings.json                                                                 | JSON with Comments |        421 |          0 |          1 |        422 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/signup.json                                                                   | JSON               |         44 |          0 |          1 |         45 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/sla.json                                                                      | JSON               |        108 |          0 |          1 |        109 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/teamsSettings.json                                                            | JSON               |        121 |          0 |          1 |        122 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/webhooks.json                                                                 | JSON               |          5 |          0 |          1 |          6 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/hy/whatsappTemplates.json                                                        | JSON               |         46 |          0 |          1 |         47 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/advancedFilters.json                                                          | JSON               |        119 |          0 |          1 |        120 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/agentBots.json                                                                | JSON               |        103 |          0 |          1 |        104 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/agentMgmt.json                                                                | JSON               |        124 |          0 |          1 |        125 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/attributesMgmt.json                                                           | JSON               |        134 |          0 |          1 |        135 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/auditLogs.json                                                                | JSON               |         77 |          0 |          1 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/automation.json                                                               | JSON               |        183 |          0 |          1 |        184 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/bulkActions.json                                                              | JSON               |         41 |          0 |          1 |         42 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/campaign.json                                                                 | JSON               |        214 |          0 |          1 |        215 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/cannedMgmt.json                                                               | JSON               |         77 |          0 |          1 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/chatlist.json                                                                 | JSON               |        139 |          0 |          1 |        140 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/components.json                                                               | JSON               |         56 |          0 |          1 |         57 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/contact.json                                                                  | JSON               |        614 |          0 |          1 |        615 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/contactFilters.json                                                           | JSON               |         59 |          0 |          1 |         60 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/conversation.json                                                             | JSON               |        406 |          0 |          1 |        407 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/csatMgmt.json                                                                 | JSON               |         13 |          0 |          1 |         14 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/customRole.json                                                               | JSON               |         91 |          0 |          1 |         92 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/datePicker.json                                                               | JSON               |         19 |          0 |          1 |         20 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/emoji.json                                                                    | JSON               |          7 |          0 |          1 |          8 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/general.json                                                                  | JSON               |         10 |          0 |          1 |         11 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/generalSettings.json                                                          | JSON               |        251 |          0 |          1 |        252 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/helpCenter.json                                                               | JSON               |        812 |          0 |          1 |        813 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/inbox.json                                                                    | JSON               |         95 |          0 |          1 |         96 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/inboxMgmt.json                                                                | JSON               |        889 |          0 |          1 |        890 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/index.js                                                                      | JavaScript         |         76 |          0 |          2 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/integrationApps.json                                                          | JSON               |         62 |          0 |          1 |         63 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/integrations.json                                                             | JSON               |        853 |          0 |          1 |        854 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/labelsMgmt.json                                                               | JSON               |         85 |          0 |          1 |         86 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/login.json                                                                    | JSON               |         27 |          0 |          1 |         28 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/macros.json                                                                   | JSON               |        111 |          0 |          1 |        112 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/report.json                                                                   | JSON               |        570 |          0 |          1 |        571 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/resetPassword.json                                                            | JSON               |         17 |          0 |          1 |         18 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/search.json                                                                   | JSON               |         32 |          0 |          1 |         33 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/setNewPassword.json                                                           | JSON               |         23 |          0 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/settings.json                                                                 | JSON with Comments |        421 |          0 |          1 |        422 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/signup.json                                                                   | JSON               |         44 |          0 |          1 |         45 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/sla.json                                                                      | JSON               |        108 |          0 |          1 |        109 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/teamsSettings.json                                                            | JSON               |        121 |          0 |          1 |        122 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/webhooks.json                                                                 | JSON               |          5 |          0 |          1 |          6 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/id/whatsappTemplates.json                                                        | JSON               |         46 |          0 |          1 |         47 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/advancedFilters.json                                                          | JSON               |        119 |          0 |          1 |        120 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/agentBots.json                                                                | JSON               |        103 |          0 |          1 |        104 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/agentMgmt.json                                                                | JSON               |        124 |          0 |          1 |        125 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/attributesMgmt.json                                                           | JSON               |        134 |          0 |          1 |        135 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/auditLogs.json                                                                | JSON               |         77 |          0 |          1 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/automation.json                                                               | JSON               |        183 |          0 |          1 |        184 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/bulkActions.json                                                              | JSON               |         41 |          0 |          1 |         42 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/campaign.json                                                                 | JSON               |        214 |          0 |          1 |        215 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/cannedMgmt.json                                                               | JSON               |         77 |          0 |          1 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/chatlist.json                                                                 | JSON               |        139 |          0 |          1 |        140 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/components.json                                                               | JSON               |         56 |          0 |          1 |         57 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/contact.json                                                                  | JSON               |        614 |          0 |          1 |        615 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/contactFilters.json                                                           | JSON               |         59 |          0 |          1 |         60 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/conversation.json                                                             | JSON               |        406 |          0 |          1 |        407 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/csatMgmt.json                                                                 | JSON               |         13 |          0 |          1 |         14 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/customRole.json                                                               | JSON               |         91 |          0 |          1 |         92 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/datePicker.json                                                               | JSON               |         19 |          0 |          1 |         20 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/emoji.json                                                                    | JSON               |          7 |          0 |          1 |          8 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/general.json                                                                  | JSON               |         10 |          0 |          1 |         11 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/generalSettings.json                                                          | JSON               |        251 |          0 |          1 |        252 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/helpCenter.json                                                               | JSON               |        812 |          0 |          1 |        813 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/inbox.json                                                                    | JSON               |         95 |          0 |          1 |         96 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/inboxMgmt.json                                                                | JSON               |        889 |          0 |          1 |        890 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/index.js                                                                      | JavaScript         |         76 |          0 |          2 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/integrationApps.json                                                          | JSON               |         62 |          0 |          1 |         63 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/integrations.json                                                             | JSON               |        853 |          0 |          1 |        854 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/labelsMgmt.json                                                               | JSON               |         85 |          0 |          1 |         86 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/login.json                                                                    | JSON               |         27 |          0 |          1 |         28 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/macros.json                                                                   | JSON               |        111 |          0 |          1 |        112 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/report.json                                                                   | JSON               |        570 |          0 |          1 |        571 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/resetPassword.json                                                            | JSON               |         17 |          0 |          1 |         18 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/search.json                                                                   | JSON               |         32 |          0 |          1 |         33 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/setNewPassword.json                                                           | JSON               |         23 |          0 |          1 |         24 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/settings.json                                                                 | JSON with Comments |        421 |          0 |          1 |        422 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/signup.json                                                                   | JSON               |         44 |          0 |          1 |         45 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/sla.json                                                                      | JSON               |        108 |          0 |          1 |        109 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/teamsSettings.json                                                            | JSON               |        121 |          0 |          1 |        122 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/webhooks.json                                                                 | JSON               |          5 |          0 |          1 |          6 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/is/whatsappTemplates.json                                                        | JSON               |         46 |          0 |          1 |         47 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/advancedFilters.json                                                          | JSON               |        119 |          0 |          1 |        120 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/agentBots.json                                                                | JSON               |        103 |          0 |          1 |        104 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/agentMgmt.json                                                                | JSON               |        124 |          0 |          1 |        125 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/attributesMgmt.json                                                           | JSON               |        134 |          0 |          1 |        135 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/auditLogs.json                                                                | JSON               |         77 |          0 |          1 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/automation.json                                                               | JSON               |        183 |          0 |          1 |        184 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/bulkActions.json                                                              | JSON               |         41 |          0 |          1 |         42 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/campaign.json                                                                 | JSON               |        214 |          0 |          1 |        215 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/cannedMgmt.json                                                               | JSON               |         77 |          0 |          1 |         78 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/chatlist.json                                                                 | JSON               |        139 |          0 |          1 |        140 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/components.json                                                               | JSON               |         56 |          0 |          1 |         57 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/contact.json                                                                  | JSON               |        614 |          0 |          1 |        615 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/contactFilters.json                                                           | JSON               |         59 |          0 |          1 |         60 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/conversation.json                                                             | JSON               |        406 |          0 |          1 |        407 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/csatMgmt.json                                                                 | JSON               |         13 |          0 |          1 |         14 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/customRole.json                                                               | JSON               |         91 |          0 |          1 |         92 |
| /home/moura/projetos/chatwoot/chatwoot/app/javascript/dashboard/i18n/locale/it/datePicker.json                                                               | JSON               |         19 |          0 |          1 |         20 |
